Text,Label,pred_LR_best
head nhs test trace dido harding says seen doubling number children 17 tested coronavirus since schools returned insists planned sizable increase testing capacity live updates,0,0
covid19 coronavirus coronavirusupdate police spain keeping kids entertained lockdown performing baby shark best thing saw corona crisis covid19,1,0
labour mps alarmed covid 19 laws passed without vote,0,0
corona patients playing cricket corona ward quarantine expo center lahore pakistan,1,0
coronavirus states told track 15 lakh international travellers covid 19,0,0
rise deaths concentrated states large outbreaks texas california florida reported single highest day deaths entire pandemic today,0,0
north macedonian prime minister zoran zaev fault vaccines serbia blame,1,1
muslims violating lockdown india praying open,1,1
us arms doctors shoot covid 19 site coronavirusupdates covid 19,1,0
realdonaldtrump claimed u one lowest mortality rates world covid 19 false,1,1
video rounds social media claims policemen tested positive covid 19,1,1
video terrible conditions covid 19 ward delhi hospital,1,1
could robots deployed battle covid 19,0,0
coronavirus apprentice star ads banned covid 19 claims,0,1
walmart best buy require face masks,0,1
prevalence asymptomatic infections children correlates overall incidence covid 19 local population new jama pediatrics study finds,0,0
42 would get vaccinated covid,0,0
daily update published states reported 680k tests 35k cases 1031 deaths,0,0
husband tested positive coronavirus wife fled bangalore agra india,1,1
union health ministry released updated clinical management protocol covid 19 cases includes advice use dexamethasone alternative methylprednisolone managing moderate severe cases,0,0
region south 7 day average positive rate crossed 10,0,0
new numerous covid19 outbreaks recent cruise ship voyages cdcdirector extended previous sail order prevent spread covid 19 among crew onboard pic twitter com sbhx4p907f,0,0
countries throwing away bodies coronavirus patients sea,1,1
netflix gives away free accounts coronavirus quarantine,1,1
muslims violating lockdown india praying open,1,1
australian unions warn push effective pay cuts amid covid 19 recovery,0,0
one cure new coronavirus inhaling vodka fumes,1,1
stopped testing right cases,1,0
safe play sports,0,0
article shared facebook claimed virus fake proven faulty testing,1,1
rt whoafro safe mother breastfeed covid19 yes continue breastfeeding baby even infected,0,0
fesp federation solidaria economy piau denunciation gravissima see corrupt scoundrel politicians 3rd sector brazilian civil society let constitutional rights provided art 1st brazilian constitution power emanates people bill 1179 2020 author senator antonio anastasia psd mg art 3 statute limitations considered prevented suspended case may term law october 30 2020 art 4 legal entities private law referred items iv art 44 civil code shall observe restrictions meeting meetings person assemblies term law observing sanitary determinations local authorities let understand reading art 44 legal entities governed private law associations ii societies iii foundations iv religious organizations v political parties mean good understanding means scoundrels taking advantage everything quarantine covid 19 bankrupt economy brazil cause terrorism population explore market leave people fragile fail associations isolating take voice religious leaders guide people happening moral story strengthen political parties politicians gather visit buy votes isolated combed hungry families elect councilors mayors continue mandates 2022 seen way rule part frightened population fear dying another part fear hunger third part wanting play fire plateau continue stealing punching misery brazilian people time come close congress stf corrupt home conspiring federal government overthrow opportune moment president decree art 142 send army exchanges occupy senate c mara stf judge condemn corrupt union military justice put everyone public chains return money stolen invest health brazilians rebuild sovereign nation within order progress adm prof osvaldo de jesus president fesp 86 99594 3660,1,1
brazil signs agreement produce astrazeneca experimental covid 19 vaccine pic twitter com jm6brywyl1,0,0
document places brazil example 1 best practices dealing covid 19,0,0
daily update published states reported 836k tests 44k cases 863 deaths hospitalizations remain around 30k,0,0
patriots quarterback cam newton tests positive,0,0
irish news organisations organising collective moment applause government praise work handling coronavirus pandemic,1,1
hospitals advising people wear gloves petrol pumps,1,1
4 fda approved drugs treat flu symptoms know,0,0
photo hindu woman attacked rss members offering sehri muslim kashmiri girl indian lockdown,1,1
domestic violence rises stay home rules,0,0
food locations contaminated australia,1,1
secret invasion 40 000 american troops immune covid 19 ongoing europe,1,1
picture show young pregnant doctor died covid 19 algeria,1,1
work park got vacation account corona,0,0
indiafightscorona past 5 months 3 4 cases recovered less 1 4 active effective implementation centre strategic graded test track treat approach led higher recoveries lower fatality,0,0
segunda june 8 2020 special bulletin coronavirus new measurements studies changes version says asymptomatic dissemination covid 19 rare ministry health covid 19 ministry health disclose data 18h interim health minister tuesday chamber commission covid 19 congresso use covid 19 data provided health secretariats ministry health corrects data covid 19 ministry health announces launch new interactive platform data covid 19 estates launch panel covid 19 numbers presidency republic covid 19 inject billions hands still divert says bolsonaro actions reopening justice suspends flexibility isolation state rio de janeiro sp prefecture refries service posts new protocols 13 thousand trades meis reopen bh second coronavoucher emergency auxilio caixa releases 2nd installment born august international 400 thousand people return work person ny economy bndes announces new measures combat impacts covid 19 investimentos country fell 27 5 april alert ipea dolar retreats follows 5 hopes global recovery lojans predict 40 drop valentine day sales policy maia wants vote law requires details data covid 19 toffoli charges bolsonaro end dubious attitudes defends truce union fight coronavirus government want hide data add good news bed reduction covid 19 sp death reduction occupation icu beds nova zealand declares cases covid country masks teacher creates superhero mask children vaccine complex fiocruz give autonomy vaccines brazil receive news whatsapp go link part telegram group visit link follow gazeta brasil social networks instagram gazetabrasilnews twitter gazeta brasil,0,0
